index,Time (s),HR (BPM),RESP (BPM),SpO2 (%),TEMP (*C),OUTPUT
383,383,67,,100,36,Abnormal
384,384,67,,100,36,Abnormal
385,385,67,,100,36,Abnormal
386,386,67,,100,36,Abnormal
387,387,67,,100,36,Abnormal
388,388,67,,100,36,Abnormal
389,389,67,,100,36,Abnormal
390,390,67,,100,37,Abnormal
391,391,67,,100,37,Abnormal
392,392,67,0,100,36,Abnormal
393,393,67,0,100,36,Abnormal
394,394,67,0,100,37,Abnormal
395,395,67,0,100,37,Abnormal
396,396,67,0,100,37,Abnormal
397,397,67,0,100,37,Abnormal
398,398,67,0,100,37,Abnormal
399,399,67,0,100,37,Abnormal
400,400,67,0,100,37,Abnormal
401,401,67,0,100,37,Abnormal
402,402,67,0,100,37,Abnormal
403,403,67,0,100,37,Abnormal
404,404,67,0,100,37,Abnormal
405,405,66,0,100,37,Abnormal
406,406,66,0,100,36,Abnormal
407,407,66,0,100,36,Abnormal
408,408,66,0,100,37,Abnormal
409,409,66,0,100,37,Abnormal
410,410,66,0,100,38,Abnormal
411,411,66,0,100,38,Abnormal
412,412,67,0,100,37,Abnormal
413,413,67,0,100,37,Abnormal
414,414,67,0,100,37,Abnormal
415,415,67,0,100,37,Abnormal
416,416,67,0,100,37,Abnormal
417,417,67,0,100,37,Abnormal
418,418,67,0,100,36,Abnormal
419,419,67,0,100,36,Abnormal
420,420,67,0,100,37,Abnormal
421,421,67,0,100,37,Abnormal
422,422,67,0,100,36,Abnormal
423,423,67,,100,36,Abnormal
424,424,67,,100,37,Abnormal
425,425,67,,100,37,Abnormal
426,426,67,,100,38,Abnormal
427,427,67,,100,38,Abnormal
428,428,67,,100,37,Abnormal
429,429,67,,100,37,Abnormal
430,430,67,,100,38,Abnormal
431,431,67,,100,38,Abnormal
432,432,67,,100,37,Abnormal
433,433,67,,100,37,Abnormal
434,434,67,,100,38,Abnormal
435,435,67,,100,38,Abnormal
436,436,67,,100,37,Abnormal
437,437,67,,100,37,Abnormal
438,438,67,,100,38,Abnormal
439,439,67,,99,38,Abnormal
440,440,67,,99,37,Abnormal
441,441,67,,99,37,Abnormal
442,442,67,,99,37,Abnormal
443,443,67,,99,37,Abnormal
444,444,67,,99,37,Abnormal
445,445,67,,99,37,Abnormal
446,446,67,,99,37,Abnormal
447,447,67,0,99,37,Abnormal
448,448,67,0,100,37,Abnormal
449,449,67,0,100,37,Abnormal
450,450,67,0,100,37,Abnormal
451,451,67,0,100,37,Abnormal
452,452,67,0,100,36,Abnormal
453,453,67,0,100,36,Abnormal
454,454,67,0,100,37,Abnormal
455,455,67,0,100,37,Abnormal
456,456,67,0,100,37,Abnormal
457,457,67,0,100,37,Abnormal
458,458,67,0,100,37,Abnormal
459,459,67,0,100,37,Abnormal
460,460,67,0,100,37,Abnormal
461,461,67,0,100,37,Abnormal
462,462,67,0,100,37,Abnormal
463,463,67,0,100,37,Abnormal
464,464,67,0,100,37,Abnormal
465,465,67,0,100,37,Abnormal
466,466,67,0,100,38,Abnormal
467,467,67,0,100,38,Abnormal
468,468,67,0,100,37,Abnormal
469,469,67,0,100,37,Abnormal
470,470,67,0,100,38,Abnormal
471,471,67,0,100,38,Abnormal
472,472,67,0,100,37,Abnormal
473,473,67,0,100,37,Abnormal
474,474,67,0,100,37,Abnormal
475,475,67,0,100,37,Abnormal
476,476,67,,100,37,Abnormal
477,477,67,,100,37,Abnormal
478,478,67,,100,38,Abnormal
479,479,67,,100,38,Abnormal
480,480,67,,100,37,Abnormal
0,0,94,14,99,37,Abnormal
1,1,94,14,99,36,Abnormal
2,2,94,14,99,36,Abnormal
3,3,94,14,99,37,Abnormal
4,4,94,14,99,37,Abnormal
5,5,94,14,99,38,Abnormal
6,6,94,14,99,38,Abnormal
7,7,94,14,99,38,Abnormal
8,8,94,14,99,38,Abnormal
9,9,94,14,99,37,Abnormal
10,10,93,14,99,37,Abnormal
11,11,93,14,99,38,Abnormal
12,12,93,14,99,38,Abnormal
13,13,94,13,99,39,Abnormal
14,14,94,13,99,39,Abnormal
15,15,94,13,99,38,Abnormal
16,16,94,13,99,38,Abnormal
17,17,94,14,99,37,Abnormal
18,18,94,14,99,37,Abnormal
19,19,94,15,99,38,Abnormal
20,20,94,15,99,38,Abnormal
21,21,94,14,99,38,Abnormal
22,22,94,15,99,38,Abnormal
23,23,94,15,99,37,Abnormal
24,24,95,16,99,37,Abnormal
25,25,95,16,99,38,Abnormal
26,26,95,16,99,38,Abnormal
27,27,95,17,99,38,Abnormal
28,28,95,20,99,38,Abnormal
29,29,95,20,98,39,Abnormal
30,30,95,20,98,39,Abnormal
31,31,95,19,98,38,Abnormal
32,32,95,21,98,38,Abnormal
33,33,95,21,98,37,Abnormal
34,34,95,21,98,37,Abnormal
35,35,95,21,99,38,Abnormal
36,36,95,21,99,38,Abnormal
37,37,95,21,99,38,Abnormal
38,38,95,23,100,38,Abnormal
39,39,95,23,100,38,Abnormal
40,40,95,23,100,38,Abnormal
41,41,95,21,100,39,Abnormal
42,42,95,21,100,39,Abnormal
43,43,95,22,100,38,Abnormal
44,44,95,22,99,38,Abnormal
45,45,95,22,99,39,Abnormal
46,46,95,21,99,39,Abnormal
47,47,95,21,99,38,Abnormal
48,48,95,21,99,38,Abnormal
49,49,95,21,98,39,Abnormal
50,50,95,21,98,39,Abnormal
51,51,94,21,98,38,Abnormal
52,52,94,21,98,38,Abnormal
53,53,94,21,98,38,Abnormal
54,54,94,21,98,38,Abnormal
55,55,94,21,98,38,Abnormal
56,56,94,21,98,38,Abnormal
57,57,94,21,98,38,Abnormal
58,58,94,21,98,38,Abnormal
59,59,94,21,98,39,Abnormal
60,60,94,21,98,39,Abnormal
61,61,94,21,98,38,Abnormal
62,62,94,21,98,38,Abnormal
63,63,95,21,98,37,Abnormal
64,64,95,19,98,37,Abnormal
65,65,95,19,98,38,Abnormal
66,66,95,19,98,38,Abnormal
67,67,95,19,98,37,Abnormal
68,68,95,17,98,37,Abnormal
69,69,95,17,98,38,Abnormal
70,70,95,17,98,38,Abnormal
71,71,95,17,98,38,Abnormal
72,72,95,17,98,38,Abnormal
73,73,95,16,98,37,Abnormal
74,74,95,16,98,37,Abnormal
75,75,95,16,98,37,Abnormal
76,76,95,16,98,37,Abnormal
77,77,95,16,98,38,Abnormal
78,78,95,15,98,38,Abnormal
79,79,95,15,98,37,Abnormal
80,80,95,15,98,37,Abnormal
81,81,95,15,98,37,Abnormal
82,82,95,15,98,37,Abnormal
83,83,95,15,98,36,Abnormal
84,84,95,15,98,36,Abnormal
85,85,96,15,98,37,Abnormal
86,86,96,14,98,37,Abnormal
87,87,96,15,98,36,Abnormal
88,88,96,15,98,36,Abnormal
89,89,96,15,98,35,Abnormal
90,90,96,15,98,35,Abnormal
91,91,96,15,98,36,Abnormal
92,92,96,15,98,36,Abnormal
93,93,96,15,99,37,Abnormal
94,94,96,16,99,37,Abnormal
95,95,96,16,99,38,Abnormal
96,96,96,15,99,38,Abnormal
97,97,95,17,99,38,Abnormal
98,98,95,17,99,38,Abnormal
99,99,95,17,98,38,Abnormal
100,100,95,17,98,38,Abnormal
101,101,95,17,98,37,Abnormal
102,102,95,17,98,37,Abnormal
103,103,95,19,98,38,Abnormal
104,104,95,19,98,38,Abnormal
105,105,95,19,98,38,Abnormal
106,106,95,21,98,38,Abnormal
107,107,95,21,98,38,Abnormal
108,108,95,21,98,38,Abnormal
109,109,95,21,98,38,Abnormal
110,110,95,20,98,38,Abnormal
111,111,95,21,98,38,Abnormal
112,112,95,21,98,38,Abnormal
113,113,95,21,98,38,Abnormal
114,114,96,21,99,38,Abnormal
115,115,96,21,99,38,Abnormal
116,116,95,21,99,38,Abnormal
117,117,95,21,99,38,Abnormal
118,118,95,21,100,38,Abnormal
119,119,95,18,100,39,Abnormal
120,120,95,18,100,39,Abnormal
121,121,95,18,100,38,Abnormal
122,122,95,18,99,38,Abnormal
123,123,95,18,99,37,Abnormal
124,124,95,18,99,37,Abnormal
125,125,95,20,99,38,Abnormal
126,126,95,20,98,38,Abnormal
127,127,95,20,98,38,Abnormal
128,128,95,19,98,38,Abnormal
129,129,95,18,98,39,Abnormal
130,130,95,18,98,39,Abnormal
131,131,96,18,98,38,Abnormal
132,132,96,18,98,38,Abnormal
133,133,96,18,98,38,Abnormal
134,134,96,17,99,38,Abnormal
135,135,96,17,99,38,Abnormal
136,136,96,17,99,38,Abnormal
137,137,96,17,100,38,Abnormal
138,138,96,18,100,38,Abnormal
139,139,95,18,100,37,Abnormal
140,140,95,18,99,37,Abnormal
141,141,95,18,99,38,Abnormal
142,142,95,18,99,38,Abnormal
143,143,95,17,99,37,Abnormal
144,144,95,19,98,37,Abnormal
145,145,95,19,98,38,Abnormal
146,146,95,19,98,38,Abnormal
147,147,95,18,98,38,Abnormal
148,148,95,21,98,38,Abnormal
149,149,96,21,98,37,Abnormal
150,150,96,21,98,37,Abnormal
151,151,96,21,98,38,Abnormal
152,152,96,18,99,38,Abnormal
153,153,95,18,99,39,Abnormal
154,154,95,18,100,39,Abnormal
155,155,95,18,100,39,Abnormal
156,156,95,18,100,39,Abnormal
157,157,95,18,100,39,Abnormal
158,158,95,18,100,39,Abnormal
159,159,95,18,100,39,Abnormal
160,160,95,18,99,39,Abnormal
161,161,95,18,99,39,Abnormal
162,162,94,18,98,39,Abnormal
163,163,94,18,98,39,Abnormal
164,164,94,18,98,39,Abnormal
165,165,95,17,98,39,Abnormal
166,166,95,17,98,39,Abnormal
167,167,94,19,98,39,Abnormal
168,168,94,19,98,39,Abnormal
169,169,95,19,98,38,Abnormal
170,170,95,18,98,38,Abnormal
171,171,95,20,98,39,Abnormal
172,172,95,20,98,39,Abnormal
173,173,95,20,98,38,Abnormal
174,174,95,20,98,38,Abnormal
175,175,95,19,98,39,Abnormal
176,176,95,20,98,39,Abnormal
177,177,95,23,98,38,Abnormal
178,178,96,23,98,38,Abnormal
179,179,96,23,98,39,Abnormal
180,180,96,22,98,39,Abnormal
181,181,96,25,98,38,Abnormal
182,182,96,25,98,38,Abnormal
183,183,96,25,98,39,Abnormal
184,184,96,25,98,39,Abnormal
185,185,96,21,99,39,Abnormal
186,186,96,21,99,39,Abnormal
187,187,96,21,99,39,Abnormal
188,188,96,21,99,39,Abnormal
189,189,96,21,99,39,Abnormal
190,190,95,21,99,39,Abnormal
191,191,95,21,99,39,Abnormal
192,192,95,21,98,39,Abnormal
193,193,95,21,98,40,Abnormal
194,194,95,21,98,40,Abnormal
195,195,95,21,98,40,Abnormal
196,196,95,21,98,40,Abnormal
197,197,95,21,98,39,Abnormal
198,198,95,21,98,39,Abnormal
199,199,95,21,98,39,Abnormal
200,200,94,17,98,39,Abnormal
201,201,94,17,98,39,Abnormal
202,202,95,17,98,39,Abnormal
203,203,94,17,98,40,Abnormal
204,204,94,17,98,40,Abnormal
205,205,94,16,99,41,Abnormal
206,206,94,16,99,41,Abnormal
207,207,94,16,99,40,Abnormal
208,208,94,16,99,40,Abnormal
209,209,93,15,99,40,Abnormal
210,210,93,15,99,40,Abnormal
211,211,93,15,99,41,Abnormal
212,212,93,15,98,41,Abnormal
213,213,95,15,98,40,Abnormal
214,214,94,14,99,40,Abnormal
215,215,94,14,99,40,Abnormal
216,216,94,14,99,40,Abnormal
217,217,94,14,99,40,Abnormal
218,218,94,14,99,40,Abnormal
219,219,94,14,99,40,Abnormal
220,220,94,14,99,40,Abnormal
221,221,94,14,99,40,Abnormal
222,222,94,14,99,40,Abnormal
223,223,94,14,99,40,Abnormal
224,224,94,14,99,40,Abnormal
225,225,94,14,99,41,Abnormal
226,226,95,14,99,41,Abnormal
227,227,95,14,99,40,Abnormal
228,228,95,13,99,40,Abnormal
229,229,94,13,99,41,Abnormal
230,230,94,13,99,41,Abnormal
231,231,94,13,99,40,Abnormal
232,232,94,13,99,40,Abnormal
233,233,94,12,99,41,Abnormal
234,234,94,12,99,41,Abnormal
235,235,94,12,99,40,Abnormal
236,236,94,12,99,40,Abnormal
237,237,95,13,99,41,Abnormal
238,238,95,13,99,41,Abnormal
239,239,95,13,99,40,Abnormal
240,240,95,13,99,40,Abnormal
241,241,95,13,99,40,Abnormal
242,242,95,13,99,40,Abnormal
243,243,95,14,99,41,Abnormal
244,244,95,14,99,41,Abnormal
245,245,96,14,99,41,Abnormal
246,246,96,15,99,41,Abnormal
247,247,96,15,99,40,Abnormal
248,248,96,15,99,40,Abnormal
249,249,96,15,99,40,Abnormal
250,250,96,15,98,40,Abnormal
251,251,96,15,98,41,Abnormal
252,252,96,16,98,41,Abnormal
253,253,96,16,98,40,Abnormal
254,254,96,17,98,40,Abnormal
255,255,96,17,98,41,Abnormal
256,256,96,20,98,41,Abnormal
257,257,96,20,98,40,Abnormal
258,258,96,20,98,40,Abnormal
259,259,96,20,98,41,Abnormal
260,260,96,21,98,41,Abnormal
261,261,96,24,98,41,Abnormal
262,262,96,24,98,41,Abnormal
263,263,96,24,98,41,Abnormal
264,264,96,23,98,41,Abnormal
265,265,96,22,98,41,Abnormal
266,266,96,22,98,41,Abnormal
267,267,96,23,98,41,Abnormal
268,268,96,23,99,41,Abnormal
269,269,96,26,99,41,Abnormal
270,270,95,26,99,41,Abnormal
271,271,95,25,99,41,Abnormal
272,272,95,25,99,41,Abnormal
273,273,95,25,99,42,Abnormal
274,274,95,25,99,42,Abnormal
275,275,95,25,99,41,Abnormal
276,276,95,25,99,41,Abnormal
277,277,95,25,99,41,Abnormal
278,278,96,25,99,41,Abnormal
279,279,96,22,99,41,Abnormal
280,280,96,22,99,41,Abnormal
281,281,96,22,99,42,Abnormal
282,282,96,22,99,42,Abnormal
283,283,96,21,99,41,Abnormal
284,284,96,21,99,41,Abnormal
285,285,96,20,99,42,Abnormal
286,286,96,20,99,42,Abnormal
287,287,96,21,99,41,Abnormal
288,288,95,21,99,41,Abnormal
289,289,95,21,99,41,Abnormal
290,290,95,21,98,41,Abnormal
291,291,95,19,98,41,Abnormal
292,292,95,19,98,41,Abnormal
293,293,95,19,98,41,Abnormal
294,294,95,19,98,41,Abnormal
295,295,95,19,98,41,Abnormal
296,296,95,18,98,41,Abnormal
297,297,95,18,98,40,Abnormal
298,298,95,18,98,40,Abnormal
299,299,95,18,98,39,Abnormal
300,300,95,16,98,39,Abnormal
301,301,95,16,98,41,Abnormal
302,302,95,17,98,41,Abnormal
303,303,95,17,98,40,Abnormal
304,304,95,17,98,40,Abnormal
305,305,95,17,98,41,Abnormal
306,306,95,18,98,41,Abnormal
307,307,95,18,98,40,Abnormal
308,308,95,19,99,40,Abnormal
309,309,96,19,100,40,Abnormal
310,310,96,19,100,40,Abnormal
311,311,96,19,100,39,Abnormal
312,312,95,18,100,39,Abnormal
313,313,95,19,100,39,Abnormal
314,314,95,19,100,39,Abnormal
315,315,95,19,100,39,Abnormal
316,316,95,20,100,39,Abnormal
317,317,95,20,100,41,Abnormal
318,318,95,23,100,41,Abnormal
319,319,95,23,99,41,Abnormal
320,320,95,23,98,41,Abnormal
321,321,95,24,98,42,Abnormal
322,322,95,24,98,42,Abnormal
323,323,95,24,98,41,Abnormal
324,324,95,24,98,41,Abnormal
325,325,95,25,99,41,Abnormal
326,326,95,26,99,41,Abnormal
327,327,95,26,99,42,Abnormal
328,328,95,26,99,42,Abnormal
329,329,96,27,99,41,Abnormal
330,330,95,27,99,41,Abnormal
331,331,95,27,99,41,Abnormal
332,332,95,27,99,41,Abnormal
333,333,95,27,99,41,Abnormal
334,334,95,23,99,41,Abnormal
335,335,95,24,99,41,Abnormal
336,336,95,24,99,41,Abnormal
337,337,95,24,99,41,Abnormal
338,338,95,23,99,41,Abnormal
339,339,95,23,99,41,Abnormal
340,340,95,24,99,41,Abnormal
341,341,95,24,99,42,Abnormal
342,342,95,24,99,42,Abnormal
343,343,95,23,99,42,Abnormal
344,344,95,24,99,42,Abnormal
345,345,95,24,99,41,Abnormal
346,346,95,24,99,41,Abnormal
347,347,95,24,99,42,Abnormal
348,348,95,23,99,42,Abnormal
349,349,95,22,98,41,Abnormal
350,350,95,23,98,41,Abnormal
351,351,95,23,98,42,Abnormal
352,352,96,23,98,42,Abnormal
353,353,96,23,98,41,Abnormal
354,354,96,24,98,41,Abnormal
355,355,96,24,98,40,Abnormal
356,356,96,24,98,40,Abnormal
357,357,96,23,98,41,Abnormal
358,358,96,23,98,41,Abnormal
359,359,96,23,98,41,Abnormal
360,360,96,23,98,41,Abnormal
361,361,97,23,98,41,Abnormal
362,362,97,21,98,41,Abnormal
363,363,97,21,98,41,Abnormal
364,364,97,21,98,41,Abnormal
365,365,97,21,99,40,Abnormal
366,366,97,19,99,40,Abnormal
367,367,97,19,100,41,Abnormal
368,368,97,19,100,41,Abnormal
369,369,97,19,100,41,Abnormal
370,370,96,19,100,41,Abnormal
371,371,96,17,100,40,Abnormal
372,372,96,17,100,40,Abnormal
373,373,96,17,100,41,Abnormal
374,374,96,17,100,41,Abnormal
375,375,96,17,100,41,Abnormal
376,376,96,15,99,41,Abnormal
377,377,96,15,98,40,Abnormal
378,378,96,16,98,40,Abnormal
379,379,96,16,98,40,Abnormal
380,380,96,16,98,40,Abnormal
381,381,96,15,98,40,Abnormal
382,382,96,17,98,40,Abnormal
383,383,96,17,99,40,Abnormal
384,384,96,17,99,40,Abnormal
385,385,95,16,99,40,Abnormal
386,386,95,16,99,40,Abnormal
387,387,95,18,99,39,Abnormal
388,388,95,18,99,39,Abnormal
389,389,95,18,98,40,Abnormal
390,390,95,20,98,40,Abnormal
391,391,95,20,98,39,Abnormal
392,392,94,20,98,39,Abnormal
393,393,94,20,98,40,Abnormal
394,394,94,20,98,40,Abnormal
395,395,94,20,98,40,Abnormal
396,396,94,20,98,40,Abnormal
397,397,94,20,98,39,Abnormal
398,398,94,20,98,39,Abnormal
399,399,94,20,98,40,Abnormal
400,400,94,21,98,40,Abnormal
401,401,94,21,98,39,Abnormal
402,402,94,21,98,39,Abnormal
403,403,95,21,98,40,Abnormal
404,404,95,21,98,40,Abnormal
405,405,95,21,98,39,Abnormal
406,406,95,21,98,39,Abnormal
407,407,95,21,98,40,Abnormal
408,408,95,20,98,40,Abnormal
409,409,95,21,98,39,Abnormal
410,410,95,21,98,39,Abnormal
411,411,95,21,98,39,Abnormal
412,412,96,21,98,39,Abnormal
413,413,96,21,98,40,Abnormal
414,414,96,21,98,40,Abnormal
415,415,95,18,98,40,Abnormal
416,416,95,18,98,40,Abnormal
417,417,95,18,98,39,Abnormal
418,418,95,18,99,39,Abnormal
419,419,95,18,99,40,Abnormal
420,420,95,18,99,40,Abnormal
421,421,95,18,99,39,Abnormal
422,422,95,18,99,39,Abnormal
423,423,95,18,99,38,Abnormal
424,424,95,18,99,38,Abnormal
425,425,94,21,97,36.2,Normal
426,426,94,25,97,36.2,Normal
427,427,101,25,93,38,Abnormal
428,428,55,11,100,35,Abnormal
429,429,93,26,95,37,Normal
430,430,93,26,97,31,Normal
431,431,94,26,97,29,Normal
432,432,94,26,97,29,Normal
433,433,94,26,97,29,Normal
434,434,94,26,97,29,Normal
435,435,94,26,97,42,Abnormal
436,436,94,26,97,42,Abnormal
437,437,94,26,97,29,Normal
438,438,94,26,97,29,Normal
439,439,94,26,97,29,Normal
440,440,95,26,97,29,Normal
441,441,94,26,97,41,Abnormal
442,442,94,24,97,41,Abnormal
443,443,94,24,97,29,Normal
444,444,94,25,97,29,Normal
445,445,94,25,97,42,Abnormal
446,446,94,25,97,42,Abnormal
447,447,96,23,100,38,Abnormal
448,448,95,23,100,38,Abnormal
449,449,95,23,100,37,Abnormal
450,450,95,23,100,37,Abnormal
451,451,95,25,100,38,Abnormal
452,452,95,25,100,38,Abnormal
453,453,95,25,100,37,Abnormal
454,454,96,26,100,37,Abnormal
455,455,96,26,100,38,Abnormal
456,456,96,26,100,38,Abnormal
457,457,96,26,99,37,Abnormal
458,458,96,30,100,37,Abnormal
459,459,97,34,100,38,Abnormal
460,460,97,34,100,38,Abnormal
461,461,97,34,99,37,Abnormal
462,462,97,33,99,37,Abnormal
463,463,97,31,98,36,Abnormal
464,464,97,31,98,36,Abnormal
465,465,97,31,98,37,Abnormal
466,466,97,31,99,37,Abnormal
467,467,96,31,99,36,Abnormal
468,468,96,27,99,36,Abnormal
469,469,96,27,99,37,Abnormal
470,470,96,27,99,37,Abnormal
471,471,96,27,98,37,Abnormal
472,472,96,27,98,37,Abnormal
473,473,96,27,98,36,Abnormal
474,474,96,23,98,36,Abnormal
475,475,95,23,98,37,Abnormal
476,476,96,23,98,37,Abnormal
477,477,96,23,99,37,Abnormal
478,478,96,23,99,37,Abnormal
479,479,95,22,99,36,Abnormal
480,480,95,21,99,36,Abnormal
0,0,109,11,99,37,Abnormal
1,1,109,11,99,37,Abnormal
2,2,109,11,99,37,Abnormal
3,3,109,11,99,37,Abnormal
4,4,109,11,99,37,Abnormal
5,5,109,11,99,37,Abnormal
6,6,109,11,99,37,Abnormal
7,7,109,11,99,37,Abnormal
8,8,109,11,99,37,Abnormal
9,9,109,11,99,37,Abnormal
10,10,109,11,99,36,Abnormal
11,11,109,11,99,36,Abnormal
12,12,108,11,99,37,Abnormal
13,13,108,12,99,37,Abnormal
14,14,108,12,99,36,Abnormal
15,15,109,12,99,36,Abnormal
16,16,109,12,99,37,Abnormal
17,17,108,12,99,37,Abnormal
18,18,109,12,99,36,Abnormal
19,19,109,11,99,36,Abnormal
20,20,109,11,99,37,Abnormal
21,21,109,11,98,37,Abnormal
22,22,109,12,98,36,Abnormal
23,23,109,12,98,36,Abnormal
24,24,110,12,98,36,Abnormal
25,25,109,12,98,36,Abnormal
26,26,109,12,98,36,Abnormal
27,27,109,12,98,36,Abnormal
28,28,108,12,98,37,Abnormal
29,29,108,13,98,37,Abnormal
30,30,108,13,98,36,Abnormal
31,31,108,13,98,36,Abnormal
32,32,108,15,98,35,Abnormal
33,33,108,15,98,35,Abnormal
34,34,108,15,98,36,Abnormal
35,35,108,15,98,36,Abnormal
36,36,108,16,98,36,Abnormal
37,37,108,16,98,36,Abnormal
38,38,109,16,98,35,Abnormal
39,39,109,16,98,35,Abnormal
40,40,109,16,98,36,Abnormal
41,41,109,16,98,36,Abnormal
42,42,109,17,98,36,Abnormal
43,43,110,17,98,36,Abnormal
44,44,110,17,98,35,Abnormal
45,45,110,17,98,35,Abnormal
46,46,110,17,98,35,Abnormal
47,47,109,17,98,35,Abnormal
48,48,110,17,98,35,Abnormal
49,49,109,17,98,35,Abnormal
50,50,109,17,98,35,Abnormal
51,51,109,16,98,35,Abnormal
52,52,109,16,98,34,Abnormal
53,53,109,16,98,34,Abnormal
54,54,109,16,98,35,Abnormal
55,55,109,16,98,35,Abnormal
56,56,109,16,98,34,Abnormal
57,57,109,16,98,34,Abnormal
58,58,109,16,98,34,Abnormal
59,59,109,16,98,34,Abnormal
60,60,109,16,98,35,Abnormal
61,61,109,16,98,35,Abnormal
62,62,109,16,98,34,Abnormal
63,63,109,16,98,34,Abnormal
64,64,109,16,99,34,Abnormal
65,65,109,16,99,34,Abnormal
66,66,109,16,99,34,Abnormal
67,67,108,16,99,34,Abnormal
68,68,108,17,99,35,Abnormal
69,69,108,17,99,35,Abnormal
70,70,108,17,99,34,Abnormal
71,71,108,16,99,34,Abnormal
72,72,109,15,99,34,Abnormal
73,73,109,15,99,34,Abnormal
74,74,109,15,98,34,Abnormal
75,75,109,15,98,34,Abnormal
76,76,109,15,98,35,Abnormal
77,77,109,16,98,35,Abnormal
78,78,108,16,98,34,Abnormal
79,79,108,16,98,34,Abnormal
80,80,108,16,98,34,Abnormal
81,81,108,16,98,34,Abnormal
82,82,108,16,98,34,Abnormal
83,83,108,16,98,34,Abnormal
84,84,107,16,98,34,Abnormal
85,85,107,16,98,34,Abnormal
86,86,108,16,98,34,Abnormal
87,87,108,16,98,34,Abnormal
88,88,108,16,98,33,Abnormal
89,89,108,16,98,33,Abnormal
90,90,108,16,99,34,Abnormal
91,91,108,16,99,34,Abnormal
92,92,108,16,99,34,Abnormal
93,93,108,16,99,34,Abnormal
94,94,108,16,99,34,Abnormal
95,95,108,16,99,34,Abnormal
96,96,107,16,99,33,Abnormal
97,97,108,16,99,33,Abnormal
98,98,107,16,99,34,Abnormal
99,99,108,18,99,34,Abnormal
100,100,108,18,99,33,Abnormal
101,101,108,17,99,33,Abnormal
102,102,108,16,99,33,Abnormal
103,103,109,15,99,33,Abnormal
104,104,109,14,99,33,Abnormal
105,105,109,17,99,33,Abnormal
106,106,109,17,99,32,Abnormal
107,107,109,17,99,32,Abnormal
108,108,109,17,99,33,Abnormal
109,109,109,17,99,33,Abnormal
110,110,109,17,99,33,Abnormal
111,111,109,17,99,33,Abnormal
112,112,109,17,99,34,Abnormal
113,113,109,17,99,34,Abnormal
114,114,109,17,99,33,Abnormal
115,115,109,17,99,33,Abnormal
116,116,108,17,99,33,Abnormal
117,117,108,17,99,33,Abnormal
118,118,108,17,99,32,Abnormal
119,119,109,17,98,32,Abnormal
120,120,108,17,98,33,Abnormal
121,121,108,18,98,33,Abnormal
122,122,109,18,98,32,Abnormal
123,123,109,18,98,32,Abnormal
124,124,109,18,98,33,Abnormal
125,125,109,18,98,33,Abnormal
126,126,108,18,98,34,Abnormal
127,127,108,18,98,34,Abnormal
128,128,108,18,98,33,Abnormal
129,129,108,16,98,33,Abnormal
130,130,108,16,98,34,Abnormal
131,131,108,16,98,34,Abnormal
132,132,108,15,98,34,Abnormal
133,133,108,15,98,34,Abnormal
134,134,108,15,98,33,Abnormal
135,135,108,15,98,33,Abnormal
136,136,108,16,99,34,Abnormal
137,137,108,16,99,34,Abnormal
138,138,108,16,99,34,Abnormal
139,139,108,16,99,34,Abnormal
140,140,107,15,98,33,Abnormal
141,141,108,15,98,33,Abnormal
142,142,108,15,98,34,Abnormal
143,143,107,15,98,34,Abnormal
144,144,108,15,98,34,Abnormal
145,145,108,15,98,34,Abnormal
146,146,108,15,98,34,Abnormal
147,147,108,15,98,34,Abnormal
148,148,108,15,98,34,Abnormal
149,149,108,15,98,34,Abnormal
150,150,108,15,98,35,Abnormal
151,151,107,15,98,35,Abnormal
152,152,107,15,98,35,Abnormal
153,153,107,15,98,35,Abnormal
154,154,108,15,98,35,Abnormal
155,155,108,15,98,35,Abnormal
156,156,108,15,98,36,Abnormal
157,157,108,15,98,36,Abnormal
158,158,108,15,98,35,Abnormal
159,159,108,15,98,35,Abnormal
160,160,107,15,98,36,Abnormal
161,161,108,15,98,36,Abnormal
162,162,108,15,98,36,Abnormal
163,163,108,15,98,36,Abnormal
164,164,108,15,98,36,Abnormal
165,165,108,15,98,36,Abnormal
166,166,108,15,98,36,Abnormal
167,167,108,15,98,36,Abnormal
168,168,108,15,98,35,Abnormal
169,169,108,15,98,35,Abnormal
170,170,107,15,98,36,Abnormal
171,171,107,15,98,36,Abnormal
172,172,107,15,98,36,Abnormal
173,173,107,15,98,36,Abnormal
174,174,107,15,98,36,Abnormal
175,175,106,15,98,36,Abnormal
176,176,106,15,98,35,Abnormal
177,177,107,15,98,35,Abnormal
178,178,106,15,98,36,Abnormal
179,179,106,15,98,36,Abnormal
180,180,107,15,98,35,Abnormal
181,181,107,15,98,35,Abnormal
182,182,107,15,98,36,Abnormal
183,183,108,14,98,36,Abnormal
184,184,108,14,98,35,Abnormal
185,185,108,14,98,35,Abnormal
186,186,108,14,98,36,Abnormal
187,187,108,14,98,36,Abnormal
188,188,108,14,98,36,Abnormal
189,189,108,14,98,36,Abnormal
190,190,108,14,98,35,Abnormal
191,191,108,14,98,35,Abnormal
192,192,108,14,98,36,Abnormal
193,193,108,14,98,36,Abnormal
194,194,107,14,98,36,Abnormal
195,195,107,14,98,36,Abnormal
196,196,108,13,98,36,Abnormal
197,197,108,13,98,36,Abnormal
198,198,108,13,98,36,Abnormal
